279.62	3.594647449
292.6619048	7.209295012
305.7038095	13.4941472
318.7457143	23.78328475
331.787619	39.76847452
344.8295238	63.49412047
357.8714286	97.33041929
370.9133333	143.9301418
383.9552381	206.1767255
396.9971429	287.1322014
410.0390476	389.9930947
423.0809524	518.0612555
436.1228571	674.7351003
449.1647619	863.5254656
462.2066667	1088.099687
475.2485714	1352.358182
488.2904762	1660.550737
501.332381	2017.447189
514.3742857	2428.59623
527.4161905	2900.76228
540.4580952	3442.858384
553.5	4070
