250	0.808361492
260.3370655	1.62072662
271.1015508	3.125887521
282.3111288	5.811723117
293.9842033	10.43743394
306.1399392	18.14301347
318.7982937	30.58449418
331.9800491	50.0953794
345.7068472	79.87389729
360.0012245	124.1956566
374.8866495	188.6523043
390.387561	280.4192214
406.5294082	408.5596044
423.3386927	584.3793728
440.843012	821.8593915
459.0711044	1138.213661
478.0528968	1554.66727
497.8195533	2097.651087
518.4035267	2800.886736
539.8386116	3709.82095
559.9278612	4764.786175
562.16	4898
