220	0.151579772
229.3984385	0.337864264
239.19838	0.719993277
249.4169767	1.470290407
260.0721136	2.883680466
271.1824399	5.444012696
282.7674012	9.914155125
294.8472741	17.45305389
307.4432013	29.76176748
320.5772287	49.25925934
334.2723441	79.2879691
348.5525171	124.349541
363.4427417	190.3734048
378.9690793	285.0263929
395.1587047	418.0824082
412.0399538	601.8919423
429.6423728	852.0330355
447.9967702	1188.31798
467.1352707	1636.571296
487.0913713	2232.429023
505.8191371	2943.720396
507.9	3035
